"Profil","Lieu_de_recherche","Disponibilité","Points_forts","Expérience","Compétence"
"Chercheur Chimiste Concepteur d'actifs innovants pour la dermocosmétique et les compléments alimentaires","France entière","immédiate","Programme de recherche et développement
Concevoir et gérer un projet
Intégrer l'éco-responsabilité dans toutes les dimensions de son activité
Organiser le travail d'une équipe
Procéder à des tests, expérimentations","responsable recherche  et developpement

|
Exsymol S. A. M. (Monaco)","Contrôler la conformité d'un équipement de laboratoire
(Intermédiaire)
Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives
(Avancé)
Mener un diagnostic ou un test/essai technique
(Avancé)
Réaliser la maintenance de premier niveau
(Avancé)
Réaliser un diagnostic de pannes d'appareils et instruments de laboratoire
(Intermédiaire)"
"Ingénieur en Biotechnologie","France entière","immédiate","Faire preuve de persévérance
Prendre des initiatives et être force de proposition
S'adapter aux changements
Biologie moléculaire
Techniques de laboratoire","Ingénieur Biotechnologie

|
Bac+5 et plus ou équivalents","Analyse statistique
(Intermédiaire)
Biologie
(Avancé)
Biologie moléculaire
(Avancé)
Chimie
(Intermédiaire)
Chimie organique
(Intermédiaire)
Domaine de la biologie et de la microbiologie
(Avancé)
Écologie
(Avancé)
Langages de programmation informatique
(Intermédiaire)
Logiciel de gestion documentaire
(Intermédiaire)
Modélisation et simulation
(Intermédiaire)
Sciences de la vie et de la terre
(Avancé)
Sciences médicales
(Intermédiaire)"
"Recherche d'une alternance dans le  domaine du développement (Fullstack - Front - Back - Web/mobile)","France entière","immédiate","Framework AngularJS
Blender
Node.js
React.js
React Native","Développeur Fullstack 
Cette Expérience contient une pièce jointe","Application web
Blender
(Avancé)
CSS
(Avancé)
Framework AngularJS
(Intermédiaire)
HTML
(Avancé)
Modélisation 3D
(Avancé)
Node.js
(Avancé)
PHP
(Intermédiaire)
Python
React.js
(Avancé)
SQL
(Avancé)
WordPress (CMS)
(Intermédiaire)"
"Cadre coordinateur programme de médicalisation des systèmes d’informations PMSI","France entière","immédiate","","DEDALUS éditeur

|
DEDALUS  (Télétravail ou déplacements )","Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Logiciels de gestion de planning
(Avancé)
Logiciels métiers
(Avancé)
Microsoft Excel
(Avancé)
Paramétrage de logiciels
(Avancé)"
"Temps partiel profil tout terrain","France entière","immédiate","","Responsable Logistique et Supply Chain site

|
Confidentiel, secteur automobile et aéronautique","Audit interne
Caractéristiques de la chaîne logistique (Supply Chain)
Gestion de Production Assistée Par Ordinateur (GPAO)
Gestion des flux de production
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Progiciels de gestion intégrée d'entreprise (ERP)"
"Consultant en ressources humaines","France entière","immédiate","Élaborer des processus, méthodes et outils de gestion des ressources humaines
Indicateurs des Ressources Humaines
Ingénierie de la formation
Méthode de Gestion Prévisionnelle des Emplois et des Compétences -GPEC-
Utiliser les outils numériques","Consultant en Ressources Humaines et Rémunération

|
LHH (ADECCO) (Paris, Ile de France, France)Cette Expérience contient une pièce jointe","Analyser les besoins de l'entreprise en formation, en recrutement et en mobilité professionnelle
(Avancé)
Concevoir et piloter une politique de gestion des ressources humaines
(Avancé)
Gérer les carrières
(Avancé)
Recruter et intégrer une personne
(Intermédiaire)
Techniques commerciales
(Intermédiaire)
Techniques de communication orales, écrites et numériques"
"Agent de relations clients, bilingue anglais.","France entière","immédiate","Logiciel de gestion hôtelière
Améliorer une procédure qualité
Accueillir, orienter et renseigner un client
Animer, coordonner une équipe
Anglais","Guest Relations Officer

|
Fraser Suites Diplomatic Area (Bahreïn)","Caractéristiques de l'offre touristique
(Intermédiaire)
Facturation hôtelière
(Intermédiaire)
Logiciel de gestion hôtelière
(Débutant)
Logiciel de réservation
(Débutant)
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Maîtrise de l’anglais (écrit et oral)
(Avancé)
Modes de paiement
(Intermédiaire)
Typologie du client
(Intermédiaire)"
"Ingénieur en informatique, en IA de préférence","France entière","immédiate","Proposer des pistes d'amélioration des solutions
Python
IA
R&D
Anglais","Ingénieur en informatique

|
Bac+5 et plus ou équivalents","Anglais technique
Application web
Apprentissage automatique (machine learning)
(Avancé)
C/C++
C#
CSS
HTML
Informatique scientifique et technique
Java
Python
SQL"
"A la recherche d'un emploi dans le traitement d'images (vision par ordinateur et Apprentissage Automatique)","France entière","immédiate","C/C++
C#
Coder
Python
Logiciel de traitement d'images","Stage

|
Laboratoire CReSTIC (Troyes)","Anglais niveau avancé B2
Application web
Apprentissage automatique (machine learning)
ASP.NET
C/C++
C#
CSS
Gestion de version GIT
HTML
Logiciel de traitement d'images
Microsoft Visual Studio
Photogrammétrie
PHP
Python
SQL
Système d'exploitation Linux"
"COORDINATEUR DE PROJETS / ENSEIGNANT / FORMATEUR DES FORMATEURS","France entière","immédiate","Sciences économiques et sociales
Concevoir et piloter une politique de gestion des ressources humaines
Animer, coordonner une équipe
Gestion de projet
Méthodes d'enquête","Chefde projet - Chargé de mission

|
Réseau des professionnels Afrique-Europe en dévoloppement des industries culturelles (Europe - Afrique)","Analyse statistique
(Avancé)
Big data Analytics
(Intermédiaire)
Économie
Économie du développement durable
(Intermédiaire)
Gestion administrative
(Avancé)
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Sciences économiques et sociales
Sociologie des organisations
Stratégies de communication externe"
"Manager - Consultant - Formateur","France entière","immédiate","Données d'activité de la structure, du service
Gestion administrative
Management d'entreprise
Sécurité sanitaire des aliments
Anglais","Responsable du Bureau des Entreprises

|
Rectorat de Paris (Paris 18)","Analyse et d'optimisation des coûts
(Intermédiaire)
Conception et analyse d'enquête
Développement économique
Données d'activité de la structure, du service
(Avancé)
Économie du développement durable
Gestion administrative
(Avancé)
Logiciel de traitement de texte
(Avancé)
Logiciel tableur
(Avancé)
Production en assurances
Sociologie des organisations
(Débutant)
Souscription en assurances"
"Ingénieur d'ETAT en Génie Industriel à la recherche d'une opportunité professionnelle.","France entière","immédiate","AMDEC
Lean management
Lean Manufacturing
Management de la chaîne logistique (Supply chain management)
Personal skills","Stage PFE

|
ALTEN (TETOUAN)","Big data Analytics
(Intermédiaire)
Catia
(Avancé)
Gestion de Maintenance Assistée par Ordinateur (GMAO)
(Avancé)
Management de la chaîne logistique (Supply chain management)
(Avancé)
Management opérationnel
(Avancé)
Microsoft Excel
(Avancé)
Modélisation 3D
(Intermédiaire)
Progiciels de gestion intégrée d'entreprise (ERP)
(Intermédiaire)"
"Analyste Quantitatif Risque de Crédit","France entière","immédiate","Définir et faire évoluer des procédés de traitement de l'information
Présenter et diffuser les résultats des études réalisées
Réaliser une étude
Adapter les outils de traitement statistique de données","Analyste Risque de Crédit

|
Banque Internatioale à Luxembourg (Luxembourg)Cette Expérience contient une pièce jointe","Adapter les outils de traitement statistique de données
(Débutant)
Collecter les informations sur la situation d'un bénéficiaire
Définir et faire évoluer des procédés de traitement de l'information
Réaliser un modèle de prévision"
"Ingénieur chargé d'affaie","France entière","immédiate","Être à l'écoute, faire preuve d'empathie
Faire preuve de curiosité
Organiser son travail selon les priorités et les objectifs
S'adapter aux changements
Travailler en équipe","Chargé d'affaire contrôleur technique de construction

|
APAVE  (Poitiers)","Établir l'état d'avancement de travaux
(Intermédiaire)
Identifier des moyens techniques et matériels pour un chantier
(Intermédiaire)
Planifier des opérations de chantier
(Intermédiaire)"
"Manoeuvre de chantier","France entière","immédiate","Faire preuve de persévérance
Faire preuve de rigueur et de précision
Travailler en équipe
Engin de chantier (CACES R 482) - Depuis le 01/01/2020
B - Véhicule léger","Manœuvre 

|
CFM Solar (Aubignosc)","Gestes et postures de manutention
(Avancé)
Maintenance de véhicules
(Avancé)
Techniques culturales
(Débutant)
Techniques de soins aux arbres ou ceps
(Débutant)
Techniques de taille de végétaux
(Intermédiaire)"
"Ingénieur étude en application scientifique informatique","France entière","immédiate","Algorithmique
C/C++
Informatique C/C++, python, Matlab, IDL,Java, PHP5, SQL
Python
Réaliser des études et développements informatiques","Ingénieur Data manager

|
CHU de Clermont-Ferrand (Clermont-Ferrand, Puy de Dôme)","Algorithmique
(Avancé)
Analyse statistique
(Intermédiaire)
Architecture propriétaire
Architecture web
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
C/C++
(Avancé)
C#
(Débutant)
Environnement / nature
Fortran
(Intermédiaire)
Gestion de version GIT
(Intermédiaire)
GitLab
(Intermédiaire)
HTML
(Intermédiaire)
Informatique
(Avancé)
Informatique industrielle
(Avancé)
Informatique scientifique et technique
(Avancé)
J2EE
(Intermédiaire)
Java
(Intermédiaire)
Langages de programmation informatique
(Avancé)
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Mathématiques
(Débutant)
Modélisation et simulation
(Débutant)
PHP
(Intermédiaire)
Programmation logicielle
(Avancé)
Python
(Avancé)
Sciences de l'information et de la communication
Sciences de l'univers
Sciences de la vie et de la terre
Sciences physiques
(Intermédiaire)
Script Shell
(Avancé)
SQL
(Avancé)
Visual Basic
(Intermédiaire)
XML
(Intermédiaire)"
"A la recherche d'un emploi à visée internationale","France entière","immédiate","Participer à la définition d'une stratégie de développement de produits
Concevoir des supports de communication visuelle
Concevoir et gérer un projet
Excellente culture digitale (Internet et réseaux sociaux, publicité online, outils collaboratifs…), marketing et commerciale (marketing direct, CRM, produits…)","Manager Marketing Digital

|
Talentis Group SA (Beehire) (Bruxelles, Belgique)Cette Expérience contient une pièce jointe","Analyser les insights et les usages des consommateurs
(Intermédiaire)
Concevoir des modèles de détection des insights consommateurs
(Intermédiaire)
Développer l'image et la notoriété d'une entreprise
(Intermédiaire)
Élaborer une stratégie commerciale
(Intermédiaire)
Élaborer une stratégie de marketing digital
(Intermédiaire)
Mener une campagne d'e-mailing
(Intermédiaire)
Participer aux phases créatives d'un projet marketing
(Intermédiaire)
Réaliser une étude marketing
(Intermédiaire)"
"A la recherche d'un emploi dans l'analyse des données,","France entière","immédiate","Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
Économie
Établir un rapport d'étude ou de recherche
Rédiger une publication scientifique
Logiciel d'analyses économétriques","Thèse de doctorat

|
Bac+5 et plus ou équivalents","Analyse statistique
Conception et analyse d'enquête
(Avancé)
Économie
Modélisation et simulation
Sciences humaines et sociales"
"Ingénieur DevOps - Automatisation et Cloud","France entière","immédiate","Kubernetes
Jenkins
Cloud computing
Docker
Monitoring","Devops Engineer

|
 (Mars)","ASP.NET
(Débutant)
Cloud computing
(Avancé)
DataMart (Magasin de données)
Docker
(Avancé)
Gestion de version GIT
(Avancé)
GitHub
(Avancé)
GitLab
(Avancé)
J2EE
(Intermédiaire)
Java
(Intermédiaire)
Javascript
(Débutant)
Kubernetes
Microsoft SQL Server
(Intermédiaire)
MySQL
(Débutant)
Oracle
(Débutant)
Outil Maven
(Intermédiaire)
PHP
(Débutant)
Python
(Avancé)
Script Shell
(Intermédiaire)
Système d'exploitation Linux
(Intermédiaire)
Système d'exploitation Windows
(Intermédiaire)"
"Regie Artistique- Direction Artistique- Création d'univers scéniques","France entière","immédiate","Appropriation d'espace scénique
Concevoir et gérer un projet
Concevoir une chorégraphie (aspects artistiques, esthétiques et techniques)
Mettre en scène un spectacle","Regie artistique de terrain pour SPECTACLE OUVERTURE des JO

|
Panam24 (paris)","Concevoir une chorégraphie (aspects artistiques, esthétiques et techniques)
Danser, interpréter une chorégraphie
Mettre en scène un spectacle"
"Journaliste de sport","France entière","immédiate","","Diplôme de l'Institut Pratique du Journalisme - Paris-Dauphine

|
Bac+5 et plus ou équivalents","Commentaire de programmes en direct (rencontre sportive, défilé militaire, ...)
Culture sportive
Économie
Sciences de l'information et de la communication
Sciences politiques"
"Développeur Full Stack - Disponible","France entière","immédiate","Faire preuve de curiosité
Faire preuve de persévérance
Travailler en équipe
Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives
Développer un logiciel, un système d'informations, une application","Bachelor Concepteur Développeur d'Applications, En cours

|
Bac+3, Bac+4 ou équivalents","Anglais technique
Apache
Application web
Architecture MVC (Modèle - Vue - Contrôleur)
(Intermédiaire)
C/C++
(Avancé)
CSS
(Avancé)
Docker
(Avancé)
Gestion commerciale, relation clients
Gestion de configuration
GitLab
(Avancé)
HTML
(Avancé)
Javascript
(Avancé)
Langages de programmation informatique
(Intermédiaire)
Microsoft Active Directory
(Intermédiaire)
MySQL
(Avancé)
Node.js
(Avancé)
PHP
(Intermédiaire)
Programmation logicielle
(Intermédiaire)
Python
(Débutant)
Script Shell
SQL
(Avancé)
Système d'exploitation Linux
(Avancé)
Système d'exploitation Windows
(Avancé)
Système embarqué
Systèmes d'exploitation informatique
(Avancé)
Technologies de l'accessibilité numérique
Visual Basic
XML"
"Ingénieur Mécatronique","France entière","immédiate","Concevoir des modèles théoriques (calcul, simulation, modélisation)
Automatisme
Résistance Des Matériaux (RDM)
Utilisation d'Automate Programmable Industriel (API)","Ingénieur IoT Solution

|
Braincube (Issoire)Cette Expérience contient une pièce jointe","Autocad
Automatisme
Hydraulique
Ingénierie des structures
Mécanique
Pneumatique
React.js
Résistance Des Matériaux (RDM)
SolidWorks"
"Consultante Conduite de changement senior","France entière","immédiate","Communication digitale
Stratégies de communication externe
Concevoir des supports de communication et d'image
Participer aux phases créatives d'un projet marketing","Consultante conduite de changement 

|
Henko Consulting (Paris)","Analyse statistique
Communication digitale
Conception et analyse d'enquête
Données d'activité de la structure, du service
E-commerce
(Intermédiaire)
Knowledge Management
Logiciel de gestion clients
(Intermédiaire)
Logiciels de montage photo
Médias
Merchandising / Marchandisage
(Intermédiaire)
Outils de web analyse - web analytics
(Intermédiaire)
Stratégies de communication externe
Webmarketing
(Intermédiaire)"
"Administrateur système et réseaux","France entière","immédiate","","Chef de bureau IT

|
Centre National du Registre du Commerce (algerie) (Alger)","Administrer un système d'informations
Améliorer un système d'information
Gérer la sécurité informatique"
"Accompagner une société industrielle dans sa transformation digitale (CRM, marketing, vente) dans les secteur Aéronautique, Spatial , Défense.","France entière","immédiate","Évaluer la mise en oeuvre d'un projet, plan d'action
Animer, coordonner une équipe
Développer et fidéliser la relation client
Mettre en oeuvre une stratégie commerciale
Directeur grand compte (commercial et production)","Stratege de la Transformation Numerique - Ecole Polytechnique RNCP34126BC04

|
Bac+5 et plus ou équivalents","Déterminer le potentiel d'un client ou prospect
Développer et fidéliser la relation client
Élaborer une stratégie commerciale
Établir un devis
Établir un plan de tournée de prospection (ciblage, interlocuteurs, préparation de dossiers techniques)
Mettre en oeuvre une stratégie commerciale
Participer à l'élaboration d'une stratégie de relation clientèle"
"Laborantin et Technicien l'élevage","France entière","immédiate","","2IP Institut

|
 (Marrakech)","Langues vivantes étrangères
(Intermédiaire)
Méthodes d'analyse en microbiologie
(Intermédiaire)
Méthodes d'élevage
(Intermédiaire)
Physicochimie
(Débutant)
Statistiques
(Intermédiaire)"
"Statisiticien - Analyste des données - Machine learning","France entière","immédiate","","Ingénieur d’étude et développement

|
AUSYCette Expérience contient une pièce jointe","Analyse statistique
(Intermédiaire)
Anglais financier
Apprentissage automatique (machine learning)
(Intermédiaire)
Mathématiques financières
(Débutant)
Statistiques
(Intermédiaire)"
"Ingénieur FullStack .Net core Angular","France entière","immédiate","ASP.NET
Business Intelligence (BI) / Informatique décisionnelle
C#
PHP
SQL","Développeur Backend c# .Net Core

|
Education4Sight : https://education4sight.com/ (Route Taniour, Sfax, Tunisie)Cette Expérience contient une pièce jointe","Algorithmique
Apache
(Avancé)
Architecture web
(Avancé)
ASP.NET
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
C#
(Avancé)
CSS
(Avancé)
Gestion de configuration
(Avancé)
HTML
(Avancé)
Informatique de gestion
(Avancé)
Informatique scientifique et technique
(Avancé)
PHP
(Avancé)
Progiciels de gestion intégrée d'entreprise (ERP)
(Avancé)
Programmation logicielle
(Avancé)
SQL
(Avancé)
Systèmes d'exploitation informatique
(Avancé)"
"DG/DGA Stratégie - Commercial - Opérations","France entière","immédiate","Faire preuve de leadership
Prendre une décision et l'expliquer
S'adapter aux changements
Élaborer une stratégie de développement d'activité
Gestion des risques (Risk Management)","Directeur de la stratégie et des revenus (35 p), membre du CoDir

|
Kinéis (Toulouse, Paris, USA, Europe)","Droit commercial
(Avancé)
Droit des affaires
(Avancé)
Droit du commerce international
(Avancé)
Gestion de projet
(Avancé)
Gestion des risques (Risk Management)
(Avancé)
Marketing / Mercatique
(Avancé)
Outils de planification
(Avancé)
Principe de fusion-acquisition (fusac / M&A)
(Avancé)
Réglementation des douanes
(Intermédiaire)"
"Consultante","France entière","immédiate","Être à l'écoute, faire preuve d'empathie
Faire preuve de rigueur et de précision
Travailler en équipe
Concevoir des supports de communication visuelle
Anglais","Consultant Engineer 

|
Capgemini Engineering (Marignane)","Apprentissage automatique (machine learning)
(Intermédiaire)
CSS
(Débutant)
HTML
(Débutant)
Python
(Débutant)
SQL
(Intermédiaire)
Stratégies de communication externe"
"Actuellement a la recherche d'un nouveau d’emploi  dans la grande distribution ou au  niveau internationale","France entière","immédiate","Gestes et postures de manutention
HSE et HSEQ
Mécanique général
Ponts roulants (CACES R 318)
Techniques d'élingage","RESPONSABLE LOGISTIQUE ET PARCS ROULANTS

|
WELTHUNGERHILFE (TULEAR MADAGASCAR)","Appréciation de charge
(Intermédiaire)
Caractéristiques de la chaîne logistique (Supply Chain)
(Avancé)
Gestes et postures de manutention
(Avancé)
Logiciel de gestion de stocks
(Avancé)
Maintien en condition physique des personnels
(Avancé)
Microsoft Excel
(Intermédiaire)
Pratique du basket-ball
(Avancé)
Pratique du volley Ball
(Avancé)
Progiciel de gestion Sage 100
(Intermédiaire)
Répertoire de musiques pop/rock
(Débutant)
Santé et sécurité au travail
(Avancé)
Système informatique (embarqué ou fixe)
(Intermédiaire)"
"Economiste du développement, spécialise des questions climatiques et monétaires","France entière","immédiate","","Economiste Consultant

|
World Bank (Paris)","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Définir et faire évoluer des procédés de traitement de l'information
Mettre à jour un dossier, une base de données"
"Ingénieure bio-informaticienne en recherche d'emploi","France entière","immédiate","Ecrire des programmes et des algorithmes pour répondre à un besoin et pour développer un contenu riche (jeu, site web…), avec des environnements de développement informatique simples, des logiciels de planification de tâches
Langage R
Linux
Python
Développer des packages en R","Assistante de recherche

|
Université de Hong Kong  (Hong Kong)","Collecter et analyser des données, des informations"
"Data Scientist","France entière","immédiate","Apprentissage automatique (machine learning)
Établir des prévisions, des évaluations, des recommandations, des perspectives
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Python
Rédiger les volets IA et Data Science d'une proposition commerciale de développement de solution","Data Scientist 

|
SIEMENS (Paris)","Analyse statistique
Apprentissage automatique (machine learning)
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Économie du développement durable
Gestion budgétaire
Gestion commerciale, relation clients
Intelligence économique
Langages de programmation informatique
Logiciel de statistiques
Logiciels de gestion de base de données
Modélisation et simulation
Modélisation statistique
Python
Système d'exploitation Unix
Système d'exploitation Windows
Système de Gestion de Bases de Données (SGBD)
Technologies HADOOP"
"Titulaire d’un master en physique appliquée avec une expertise en apprentissage profond et une passion pour l’analyse de données, je vise un premier emploi en tant que Data Scientist.","France entière","immédiate","Parler une ou plusieurs langues étrangères
Collaborer avec une équipe projet
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Modélisation et simulation
Python","Stagiaire Chercheur Deep Learning

|
XLIM-CNRS (Poitiers)","Algorithmique
Analyse et d'optimisation des coûts
(Débutant)
Analyse statistique
Biologie
Conception de Fabrication Assistée par Ordinateur (CFAO)
Conception et Dessin Assistés par Ordinateur (CAO/DAO)
Informatique
Intelligence artificielle
(Avancé)
Langages de programmation informatique
(Intermédiaire)
Maîtrise de l’anglais (écrit et oral)
(Avancé)
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
Mathématiques
Modélisation et simulation
(Avancé)
Modélisation statistique
Montage de composant électrique
(Avancé)
Optique
(Avancé)
Optronique
(Avancé)
Python
(Avancé)
Sciences physiques
Signal électromagnétique
(Avancé)
SQL
(Intermédiaire)
Technologie des fibres optiques
(Avancé)
Technologies radiofréquences
(Avancé)
Traitement du signal
(Avancé)"
"Data Analyst","France entière","immédiate","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Python
SQL
Visual Basic for Applications (VBA)","Data Analyst

|
Coface (Bois Colombes, Ile de France, France)","Analysis Services
(Avancé)
Big data Analytics
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Docker
(Intermédiaire)
Français
(Intermédiaire)
Microsoft Excel
(Avancé)
Python
(Avancé)
SQL
(Avancé)
Visual Basic for Applications (VBA)
(Avancé)"
"Jeune diplômé cherchant à évoluer dans le domaine de la data","France entière","immédiate","Intégrer des outils IA/Data Science
Organiser son travail selon les priorités et les objectifs
Planifier les étapes d'un projet
Prendre des initiatives et être force de proposition
Programmation logicielle","Master 2 MIAGE IKSEM

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Algorithmique
(Intermédiaire)
Application web
(Intermédiaire)
Architecture web
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Intermédiaire)
CSS
(Intermédiaire)
HTML
(Avancé)
Informatique de gestion
(Intermédiaire)
Java
(Intermédiaire)
Langages de programmation informatique
(Intermédiaire)
Logiciels de gestion de base de données
(Avancé)
Modélisation et simulation
Modélisation statistique
(Intermédiaire)
PHP
(Intermédiaire)
Programmation logicielle
(Intermédiaire)
Python
(Avancé)
Script Shell
(Débutant)
SQL
(Avancé)
XML
(Débutant)"
"À la recherche d'une nouvelle opportunité dans le domaine de la data science pour développer mes compétences et mettre à profit mes connaissances.","France entière","immédiate","Adapter les outils de traitement statistique de données
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Lire et interpréter des données et documents techniques au besoin en anglais
Mobiliser des données massives pour éclairer les prises de décisions
Python","Diplôme d'ingénieur: Big Data & Machine Learning

|
Bac+5 et plus ou équivalents","Adapter les outils de traitement statistique de données
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Lire et interpréter des données et documents techniques au besoin en anglais
Mobiliser des données massives pour éclairer les prises de décisions
Réaliser un modèle de prévision"
"Ingénieur en systèmes distribués et technologies de la data science","France entière","immédiate","Apprentissage automatique (machine learning)
Cloud computing
deep learning
Exploration de données (data mining)
Système de Gestion de Bases de Données (SGBD)","Data Scientist

|
LABORATOIRE IMAGES, SIGNAUX ET SYSTÈMES INTELLIGENTS (Virty sur seine)","Application web
Apprentissage automatique (machine learning)
(Intermédiaire)
Big data Analytics
Cloud computing
(Intermédiaire)
CSS
(Intermédiaire)
Docker
(Intermédiaire)
Exploration de données (data mining)
(Intermédiaire)
Framework Yii
Gestion de version GIT
(Intermédiaire)
HTML
(Intermédiaire)
Java
(Intermédiaire)
Javascript
(Intermédiaire)
Kubernetes
(Intermédiaire)
Langages de programmation informatique
Microsoft Exchange Server
(Intermédiaire)
Microsoft SQL Server
(Intermédiaire)
Modélisation et simulation
MySQL
(Intermédiaire)
Oracle
(Intermédiaire)
PHP
(Intermédiaire)
Python
(Avancé)
Script Shell
(Intermédiaire)
SQL
(Avancé)
Système d'exploitation Unix
(Intermédiaire)
Système de Gestion de Bases de Données (SGBD)
(Avancé)
XML
(Intermédiaire)"
"Data Scientist seeking opportunities to utilize my skills and contribute to revolutionary projects","France entière","immédiate","Big data Analytics
Concevoir des modèles de détection des insights consommateurs
Langages de programmation informatique
Modélisation et simulation
Réaliser un modèle de prévision","Diplôme National de Master en Sciences, Technologies, Santé  Mention lnformatique Parcours

|
Bac+5 et plus ou équivalents","Big data Analytics
Intelligence économique
Langages de programmation informatique
Modélisation et simulation"
"Data Scientist / Machine Learning","France entière","immédiate","Apprentissage automatique (machine learning)
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Langages de programmation informatique
Mathématiques
Anglais","Data scientist Confirmé- Data Science Fullstack 450h

|
Bac+3, Bac+4 ou équivalents","Agronomie
Algorithmique
(Avancé)
Analyse statistique
Apprentissage automatique (machine learning)
(Intermédiaire)
Biologie végétale
Business Intelligence (BI) / Informatique décisionnelle
(Intermédiaire)
Gestion administrative
Langages de programmation informatique
(Avancé)
Logiciel de gestion de stocks
Logiciel de statistiques
Logiciel de traitement de texte
(Intermédiaire)
Logiciels de gestion de base de données
Logiciel tableur
(Avancé)
Mathématiques
(Avancé)
Mathématiques financières
(Avancé)
Modélisation et simulation
Modélisation statistique
Spécificités de stockage des vins
Techniques culturales
Techniques de soins aux arbres ou ceps
Techniques de taille de végétaux
Vinification"
"À la recherche d'un emploi dans la Data","France entière","immédiate","Algorithmique
Data engineer
Java
Python
SQL","Directeur de projet informatique

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Adapter les outils de traitement statistique de données
(Intermédiaire)
Analyser, exploiter, structurer des données
(Intermédiaire)
Analyser / traiter l'information à des fins d'anticipation
(Intermédiaire)
Définir les solutions de stockage et de structuration des données
(Débutant)
Enrichir une base de données
(Intermédiaire)
Gérer des données massives
(Débutant)
Modéliser une base de données
(Intermédiaire)
Piloter des évolutions ou des paramétrages à apporter aux composants
(Débutant)
Réaliser une analyse ou modélisation statistique de données
(Intermédiaire)
Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)
(Débutant)
Tester un logiciel, un système d'informations, une application
(Débutant)"
"Data Scientist Expert en Machine Learning et Cloud Computing, à la Recherche d'une Nouvelle Expérience","France entière","immédiate","Data engineer
Agililté
Apprentissage automatique (machine learning)
GitHub
Python","Data scientist

|
 (Aubagne)Cette Expérience contient une pièce jointe","Analyse statistique
Apprentissage automatique (machine learning)
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Cloud computing
(Intermédiaire)
Docker
(Avancé)
GitHub
(Avancé)
JIRA
(Intermédiaire)
Logiciel de statistiques
Logiciels de gestion de base de données
Modélisation et simulation
Python
(Avancé)"
"À la recherche d'un poste en Data Science, Intelligence artificielle, Big Data","France entière","immédiate","Apprentissage automatique, modélisation statistique
Computer Vision
Data analysis
Natural Language Processing
Python","Stagiaire ingénieur R&D IA

|
STMicroelectronics (Crolles)","Collecter et analyser des données, des informations
(Avancé)
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
(Avancé)
Intégrer des outils IA/Data Science
(Avancé)"
"Data Scientist spécialisé en Machine Learning et Intelligence Artificielle à la recherche d'une alternance/Opportunité.","France entière","immédiate","Business Intelligence (BI) / Informatique décisionnelle
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Modélisation et simulation
Python
Anglais","Chef de projet DATA et Intelligence Artificielle, Data Scientist

|
Bac+5 et plus ou équivalents","Business Intelligence (BI) / Informatique décisionnelle
Java
Modélisation et simulation
Modélisation statistique
Python
Système de Gestion de Bases de Données (SGBD)
Technologies HADOOP"
