Profil,Lieu_de_recherche,Disponibilité,Points_forts,Expérience,Compétence
À la recherche d’un emploi en finance,France entière,immédiate,,"
Finance et data performance 

|
Bac+5 et plus ou équivalents","Application des méthodes de machine learning dans BI
Business Intelligence (BI) / Informatique décisionnelle
Gestion de bases de données NoSQL
Langages de programmation informatique
Mesures fondamentales
Microsoft PowerPoint
Pratique de langues étrangères
Progiciel de gestion Sage 100
Programmation en Python
Suite bureautique - LibreOffice
Visual Basic for Applications (VBA)"
Materials Scientist (computational),France entière,immédiate,"C#
Programmation en Python
Adapter les outils de traitement statistique de données
Concevoir des modèles théoriques (calcul, simulation, modélisation)
Modélisation statistique","
Research Associate

|
Centre National de la Recherche Scientifique (CNRS) (Montpellier)","Algorithmique
(Avancé)
Analyse de données expérimentales
(Avancé)
Application des méthodes de machine learning dans BI
C#
(Intermédiaire)
Chimie
(Avancé)
Langages de programmation informatique
(Intermédiaire)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation et simulation
(Avancé)
Modélisation statistique
(Avancé)
Programmation en Python
(Intermédiaire)"
Ingénieur Developppement informatique,France entière,immédiate,"CSS
Développer une application en lien avec une base de données
HTML
J2EE
Programmation en Python","

","Analyser les besoins informatiques
Assembler des composants logiciels
Coder
Concevoir une application web
Développer une application en lien avec une base de données
Intégrer des outils IA/Data Science
Paramétrer un logiciel, un outil, un système numérique
Réaliser des études et développements informatiques
Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)
Tester un logiciel, un système d'informations, une application
Vérifier la compatibilité des développements produits avec les spécifications"
développeur informatique,France entière,immédiate,"Anglais
Arabe","
Masters of Sciences Mention DATA Et System connecté

|
Bac+5 et plus ou équivalents","Anglais technique
Apache
Application web
Architecture web
ASP.NET
C#
CSS
Gestion de bases de données NoSQL
HTML
Langage C++
React.js
Visual Basic"
Ingénieur Devops,France entière,immédiate,,"
Stagiaire Devops

|
 (Toulouse)","Anglais technique
Application des méthodes de machine learning dans BI
Docker
Gestion de bases de données NoSQL
Informatique scientifique et technique
Java
Kubernetes
Langage C++
Langages de programmation informatique
PHP
Pratique du sambo
Programmation en Python
Programmation orientée objet - POO
Réseaux informatiques et télécoms
Script Shell
Sécurité des systèmes embarqués
Service de conciergerie
Système d'exploitation Linux
Système d'exploitation Windows
Systèmes d'information de gestion
XML"
Analyste D'affaires En Marketing Et Ventes,France entière,immédiate,"Analyser les tendances de consommation des clients
Business Intelligence (BI) / Informatique décisionnelle
Insights marketing
Automatisation BI
Gestion prévisionnelle","
Responsable Insights des Campagnes Marketing

|
 (Sydney)","3DS MAX
Algorithmique
Analyse de données expérimentales
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Comptabilité des opérations de marché
Comptabilité générale
Conception et analyse d'enquête
Connaissance des produits financiers
Développement économique
E-commerce
(Avancé)
Économétrie
Économie des marchés financiers
Économie du développement durable
Gestion budgétaire
Gestion de bases de données NoSQL
(Avancé)
Gestion des relations clientèle
Gestion prévisionnelle
(Avancé)
HTML
(Intermédiaire)
Insights marketing
Intelligence économique
Langages de programmation informatique
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion de base de données
Mainframes et systèmes IBM
(Débutant)
Mathématiques financières
Microsoft Dynamics CRM
(Avancé)
Microsoft Excel
(Avancé)
Microsoft SQL Server
(Avancé)
Modèle informatique client-serveur
Modélisation et simulation
Modélisation statistique
Progiciels de gestion intégrée d'entreprise (ERP)
(Débutant)
Programmation en Python
(Avancé)
Salesforce
(Intermédiaire)
Sciences économiques et sociales
SharePoint
(Intermédiaire)
Systèmes de gestion de base de données
(Avancé)
Traitement des opérations sur titres
Utilisation de logiciels de tableur
(Avancé)
Utilisation de logiciels statistiques
Visioconférences
(Intermédiaire)
Visual Basic for Applications (VBA)
(Avancé)"
Développeur web junior Javascript node,France entière,immédiate,"Anglais technique
Préparer et animer une réunion, un groupe de travail, un atelier
WordPress (CMS)
Javascript
Anglais","
Permis de conduire catégorie B
","Algorithmique
(Intermédiaire)
Anglais technique
(Intermédiaire)
Application web
(Intermédiaire)
CSS
(Avancé)
Gestion de bases de données NoSQL
(Intermédiaire)
HTML
(Avancé)
Langages de programmation informatique
(Intermédiaire)
PHP
(Intermédiaire)
Programmation en JavaScript
(Avancé)
WordPress (CMS)
(Intermédiaire)"
Développeur Python/Javascript en recherche des opportunités en Fullstack/Backend,France entière,immédiate,"Programmation en Python
Utilisation de frameworks JavaScript
API REST
FastAPI
Gérer et maitriser des bases de données (SQL/NoSQL)","
Master - Développement Logiciel, Mobile & IOT 

|
Bac+5 et plus ou équivalents","Application web
Architecture web
HTML
Langages de programmation informatique
Optimisation des performances web
Programmation en Python
Programmation logicielle
Sécurité des applications web
Test et validation de logiciels
Utilisation de frameworks JavaScript"
Technicien de maintenance de réseaux informatique,France entière,immédiate,"Faire preuve d'autonomie
S'adapter aux changements
Travailler en équipe
Configurer le poste de travail aux besoins de l'utilisateur","
formation RNCP administrateur système et réseau

|
Bac+3, Bac+4 ou équivalents","Chiffrage/calcul de coût
(Avancé)
Gestion de l'inventaire
(Intermédiaire)
Gestion de Maintenance Assistée par Ordinateur (GMAO)
(Avancé)
Gestion de parc informatique
(Avancé)
Logiciel de traitement de texte
(Avancé)
Système d'exploitation Linux
(Avancé)
Système d'exploitation Windows
(Avancé)
Système informatique (embarqué ou fixe)
Utilisation de logiciels de tableur
(Avancé)"
"Jeune diplômée désireuse d’apporter une valeur ajoutée aux organisations à travers un esprit entrepreneurial, la BI, le machine learning et la gestion de projet.",France entière,immédiate,"Analyser une situation et produire un diagnostic
Créer une documentation technique
Langages de programmation informatique
Traduire les demandes de l'entreprise en solutions techniques
Anglais","
Stage de data science

|
Opta Data Gruppe (Essen, Allemagne)","Favoriser un environnement de travail collaboratif
Prendre la parole en public
Préparer et animer une réunion, un groupe de travail, un atelier
Relayer de l'information
Rendre compte de son activité"
Expert en informatique et systèmes d'information,France entière,immédiate,,"
Master En Expert Informatique Et Systeme D'information

|
Bac+5 et plus ou équivalents","Business Intelligence (BI) / Informatique décisionnelle
GitHub
InDesign
Java
Microsoft Excel
Microsoft Project
MySQL
PDO (PHP Data Objects)
PHP
Programmation en Python
Stratégies de mise en jeu
Système d'exploitation informatique VirtualBox
Système d'exploitation informatique VMWare (virtualisation d'architecture)
Visual Basic for Applications (VBA)
WordPress (CMS)"
Doublement diplomé d'un Master Statistique et un master mathématiques et informatique appliquées à la recherche d'une nouvelle opportunité,France entière,immédiate,"Faire preuve de rigueur et de précision
S'adapter aux changements
Travailler en équipe
Réaliser une étude
Rédiger de l'information","
Ingénierie de la décision et data sciences

|
Bac+5 et plus ou équivalents","Analyse de données expérimentales
(Avancé)
Économétrie
(Intermédiaire)
Gestion administrative
(Débutant)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation et simulation
(Intermédiaire)
Modélisation statistique
(Avancé)
Utilisation de logiciels statistiques
(Intermédiaire)"
Consultant BI,France entière,immédiate,,"
Administrateur Big Data
",Algorithmique
Jeune diplômé en Mathématiques appliquées expérimenté d'une année à la recherche d'un poste dans le domaine de l'environnement ou de l'agriculture.,France entière,immédiate,"Faire preuve d'autonomie
Organiser son travail selon les priorités et les objectifs
Établir des prévisions, des évaluations, des recommandations, des perspectives
Langages de programmation informatique","
Ingénieur Analyste de Données

|
Nanolike (Toulouse)","Adapter les outils de traitement statistique de données
(Avancé)
Analyser, exploiter, structurer des données
(Avancé)"
SKIPPER - CAPITAINE 200 VOILE  - CAPITAINE 500,France entière,immédiate,,"
Capitaine 500

|
Bac ou équivalent","Droit maritime
(Intermédiaire)
Gestion de projet
(Intermédiaire)
Lecture de carte marine
(Avancé)
Législation sociale
(Intermédiaire)
Maintenance de matériel informatique
(Intermédiaire)
Réglementation du transport de marchandises
Réglementation portuaire
Règles de barre
(Avancé)
Règles de sécurité à bord des navires (personnes et marchandises)
(Avancé)
Règles de sécurité maritime
(Avancé)
Règles de tenue de quart
(Intermédiaire)"
Alternance en communication et marketing digital,France entière,immédiate,,"
Stage content marketing

|
LE COIN DU PROF (Bordeaux, France)Cette Expérience contient une pièce jointe",
Dessinateur projeteur autocad spécialisé à déploiement fibre optique,France entière,immédiate,"Comprendre les schémas de principe
Microsoft Excel
Protocoles et normes télécoms
Réseaux de télécommunication
Technologie des fibres optiques","
Technicien Dessinateur-Projeteur
","Autocad
(Avancé)
Maîtrise des logiciels AutoCAD et Revit
(Avancé)
Microsoft Access
(Avancé)
Microsoft Excel
(Avancé)
Microsoft Word
(Avancé)
Réseaux de fibre optique Fiber To The Home (FTTH)
(Avancé)
Réseaux de télécommunication
(Avancé)
Technologie des fibres optiques
(Avancé)"
"Responsable IT, Chef de Projet IT",France entière,immédiate,"Animer, coordonner une équipe
Concevoir et gérer un projet
Gestion de crise
Modèle informatique client-serveur
Anglais","
DUT GEA Option GPAMO

|
Bac+2 ou équivalents","Analyser les besoins informatiques
Concevoir et organiser une solution blockchain
Concevoir un logiciel, un système d'informations, une application
Contrôler la conformité des données
Créer une documentation technique
Déployer, intégrer un logiciel, un système d'informations, une application
Gérer des données massives
Gérer une base de données numériques
Intégrer des outils IA/Data Science
Paramétrer un logiciel métier et l'interfacer à d'autres applicatifs"
"Jeune Diplômé en Intelligence Economique et Commerce International, 1 an d'apprentissage en tant que chargé de mission en développement économique au sein de la DIRECCTE",France entière,immédiate,"Techniques commerciales
Analyse de données expérimentales
Méthodes d'enquête
Réaliser une veille documentaire
Anglais","
Assistant administratif - Etudes statistiques et chargé de projets

|
RHENUS LOGISTICS ALSACE (Strasbourg)","Analyse de données expérimentales
(Avancé)
Appréciation auditive
Big data Analytics
(Avancé)
Développement économique
(Intermédiaire)
Histoire de la musique
Insights marketing
(Intermédiaire)
Intelligence économique
(Avancé)
Modélisation statistique
(Débutant)
Répertoire de musiques du monde et traditionnelles
Répertoire de musiques électroniques
Répertoire de musiques pop/rock
Répertoire de musiques urbaines
Rythmique
Sciences économiques et sociales
(Avancé)"
Recherche d'emploi en finances publiques et analyse des données économiques,France entière,immédiate,,"
Chargé de mission finances/fiscalité

|
COMMUNAUTE D' (Étampes)","Analyse de données expérimentales
Big data Analytics
Développement économique
Économétrie
Économie du développement durable
Gestion budgétaire
Gestion comptable et financière des collectivités locales
(Avancé)
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
Modélisation et simulation
Modélisation statistique
Sciences économiques et sociales
Utilisation de logiciels statistiques"
"Ingénieur R&D en Génie Automatique, 7 ans d'expérience dans le domaine du contrôle commande avancé",France entière,immédiate,"Prendre des initiatives et être force de proposition
S'adapter aux changements
Modélisation et simulation
Présenter et expliciter les avancées scientifiques et les travaux de recherche
Superviser et contrôler le déroulement et l'avancement des expériences et des observations scientifiques","
Consultant Data Architect

|
Bac+5 et plus ou équivalents","Concevoir et préparer les cours, les travaux dirigés ou les travaux pratiques
Enseigner, transmettre des connaissances, développer des compétences
Évaluer des acquis d'apprentissage, de formation ou d'expérience"
"À la recherche d'un CDI dans le domaine du marketing digital sur Angers, Orléans, Montpellier, Paris et 30km alentours",France entière,immédiate,"Gestion de projet
Mesurer le retour sur investissement d'une action marketing
Search Engine Marketing (SEM)
Techniques de marketing digital
Webmarketing","
Master 2 Marketing Digital

|
Bac+5 et plus ou équivalents","Analyser les tendances de consommation des clients
(Avancé)
Concevoir des modèles de détection des insights consommateurs
(Intermédiaire)
Concevoir la campagne promotionnelle d'un produit
(Avancé)
Coordonner les opérations marketing d'un site Internet
(Avancé)
Développer l'image et la notoriété d'une entreprise
(Avancé)
Élaborer une stratégie de marketing digital
(Avancé)
Élaborer un plan marketing, une stratégie de marque et de communication
(Avancé)
Évaluer l'impact d'une stratégie marketing
(Avancé)
Mener une campagne d'e-mailing
(Intermédiaire)
Mettre en oeuvre des actions commerciales et promotionnelles
(Avancé)
Mettre en œuvre des campagnes de marketing ciblées
(Avancé)
Participer aux phases créatives d'un projet marketing
(Avancé)
Réaliser une étude marketing
(Avancé)"
Ingénieure en génie industriel diplômée en 2023 et future diplômée d'un mastère spécialisé en intelligence artificielle en 2024.,France entière,immédiate,"Application des méthodes de machine learning dans BI
Business Intelligence (BI) / Informatique décisionnelle
Gestion de bases de données NoSQL
Langages de programmation informatique
Programmation en Python","
Ingénieur Intelligence artificielle

|
EDF","Application des méthodes de machine learning dans BI
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Gestion de bases de données NoSQL
(Avancé)
HTML
(Intermédiaire)
Langages de programmation informatique
(Avancé)
Paramétrage de logiciels
(Intermédiaire)
Progiciel de gestion SAP BW
(Avancé)
Programmation en Python
(Avancé)
Visual Basic for Applications (VBA)
(Avancé)"
Diplômé d'un master 2 en droit du numérique,France entière,immédiate,"Faire preuve d'autonomie
Faire preuve de rigueur et de précision
S'adapter aux changements
Règlement Général européen sur la Protection des Données (RGPD)
Veiller au respect de la loi Informatique et Libertés et du RGPD dans l'entreprise, gérer la liste des traitements de données à caractère personnel, faire l'interface avec la Commission Nationale de l'Informatique et des Libertés - CNIL","
Missions d'intérim (manutention)
","Droit de la presse
(Intermédiaire)
Droit du numérique
(Intermédiaire)
Droit pénal
(Intermédiaire)
Règlement Général européen sur la Protection des Données (RGPD)
(Intermédiaire)"
Ingénieur bâtiment,France entière,immédiate,"Calcul de structures
Conduite de travaux
Maîtrise de l'anglais","
hôte d'accueil standard

|
Phone Régie -> Prestation réalisé au siège de FREE  (Paris)","Calcul technique
Chiffrage/calcul de coût
Cobol
Économie de la construction
Gestion de bases de données NoSQL
Programmation en Python
Réhabilitation de l'habitat
Technologie du bâtiment
Utilisation de logiciels de CAO/DAO"
"Chargé d'études marketing, je suis diplômé de Sciences Po Grenoble et à la recherche d'un emploi en market research",France entière,immédiate,"Utilisation de logiciels statistiques
Analyser les tendances de consommation des clients
Insights marketing
Méthodes d'enquête
Réaliser une étude","
Sciences Po Grenoble : Master Progis ( études de marché ) 

|
Bac+5 et plus ou équivalents","Algorithmique
(Débutant)
Analyse de données expérimentales
(Avancé)
Big data Analytics
(Intermédiaire)
Développement économique
Économétrie
(Débutant)
Gestion budgétaire
(Intermédiaire)
Gestion des relations clientèle
(Intermédiaire)
Insights marketing
(Avancé)
Intelligence économique
(Débutant)
Logiciels de gestion de base de données
(Intermédiaire)
Modélisation statistique
(Intermédiaire)
Sciences économiques et sociales
(Avancé)
Utilisation de logiciels statistiques
(Intermédiaire)"
Technicien informatique et téléconseiller,France entière,immédiate,"Gérer la sécurité informatique
Superviser un projet d'architecture
Superviser un secteur/projet de maintenance","
Pilote d'intervention

|
ORANGE (Reims)Cette Expérience contient une pièce jointe","Architecture réseau
Gestion budgétaire
Logiciel de traitement de texte
(Avancé)
Réseaux informatiques et télécoms
Technologies de l'accessibilité numérique
Technologies informatiques
Technologies télécoms
Utilisation de logiciels de tableur
(Avancé)"
"Recherche de mon premier travail: ""Consultant Marin/Renouvelables"", ""Biologiste Marin""",France entière,immédiate,"Faire preuve d'autonomie
Ingénieurie
Biologie Marine
Communiquer les résultats des études aux parties prenantes
Anglais","
MSc in International Marine Science

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Concevoir des modèles théoriques (calcul, simulation, modélisation)
Concevoir et animer une démarche d'innovation
Concevoir et coordonner un programme, un projet de recherche
Conduire des travaux d'études et de recherche
Créer, concevoir de nouveaux produits ou des améliorations produits
Déterminer des axes d'évolution technologiques
Réaliser une étude
(Avancé)
Réaliser une étude de brevetabilité
Réaliser une veille technique ou technologique pour anticiper les évolutions"
Développeur iOS,France entière,immédiate,"Concevoir et gérer un projet
Créer une documentation technique
Anglais technique
Concevoir et développer une solution digitale
Recueillir et analyser les besoins client","
Développeur informatique lecteur de carte CB

|
INGENICO A BOSTON USA (BOTSON)Cette Expérience contient une pièce jointe","Analyser, exploiter, structurer des données
(Intermédiaire)
Analyser les besoins informatiques
(Avancé)
Assembler des composants logiciels
(Intermédiaire)
Coder
(Avancé)
Concevoir l'architecture d'un système, d'un réseau
(Intermédiaire)
Concevoir la cartographie fonctionnelle du SI
(Débutant)
Concevoir une application web
(Débutant)
Créer une documentation technique
(Intermédiaire)
Développer une application en lien avec une base de données
(Avancé)
Développer un logiciel, un système d'informations, une application
(Avancé)
Gérer et déployer des logiciels à distance
(Intermédiaire)
Intégrer des outils IA/Data Science
(Débutant)
Paramétrer un logiciel, un outil, un système numérique
(Intermédiaire)
Réaliser des études d'organisation et d'évolution de systèmes d'information
(Intermédiaire)
Réaliser des études et développements informatiques
(Intermédiaire)
Réaliser la mise en production de solutions logicielles dans un environnement d'exploitation
(Intermédiaire)
Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)
(Intermédiaire)
Tester un logiciel, un système d'informations, une application
(Intermédiaire)
Vérifier la compatibilité des développements produits avec les spécifications
(Intermédiaire)"
Clinical Research Associate.,France entière,immédiate,,"
English courses 
",
ASSISTANT SUPPORT A L'ACTION MANAGERIALE,France entière,immédiate,"Logiciels de gestion de base de données
Recueillir et analyser les besoins client
Gestion des fournisseurs
Suivi et relation client et administratif","
Employé polyvalent

|
Leclerc Drive","Gestion de projet
Méthodes d'analyse (systémique, fonctionnelle, de risques, ...)
Organisation de la chaîne logistique
Prospection commerciale
Urbanisation des systèmes d'information"
Ingénieur-Chercheur en Informatique,France entière,immédiate,"Développement de méthodes de recherche
Gestion de projet
Sciences et techniques de l'ingénieur
Développement C/C++ Python","
Ingénieur R&D 

|
ATOS (Grenoble, Isere, France)","Informatique
Logique mathématique
Sciences et techniques de l'ingénieur
Sciences physiques"
Chef de projet marketing,France entière,immédiate,"Définir une stratégie de développement d'une activité ou de produits
Concevoir des supports de communication et d'image
Mettre en oeuvre des actions commerciales et promotionnelles
Recueillir et analyser les besoins client
Rédaction briefs et recommandations","
MOA Responsable Chantier Interfaces Recette DSI SNCF

|
TNP Consultant pour le compte SNCF (Lyon)","Animation d'instances agiles (mêlée, démonstration, rétrospective, …)
Concevoir une animation événementielle
(Avancé)
Gestion de projet
(Avancé)
Méthode AGILE
Méthodes d'analyse (systémique, fonctionnelle, de risques, ...)
Méthodologie Scrum
Modélisation informatique
Organisation d'évènements professionnels
(Avancé)
Planification de tests
Procédures d'appels d'offres"
"Suite à mes études, je recherche mon premier emploi en tant que Chef de secteur",France entière,immédiate,,"
Master en Management

|
Bac+5 et plus ou équivalents","Gestion des rayons
Microsoft Access
(Débutant)
Microsoft Excel
(Intermédiaire)
Microsoft PowerPoint
(Intermédiaire)
Microsoft Word
(Avancé)"
Chargé d'études quantitatives et qualitatives,France entière,immédiate,"Gérer une base de données numériques
Logiciels de gestion de base de données
Statistique descriptive","
Stagiaire Chargée d’études statistiques

|
Fédération régionale de recherche en santé mentale et psychiatrie Hauts-de-France (F2RSM Psy) (Lille)","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
(Avancé)
Analyser des données socioéconomiques
(Intermédiaire)
Analyser les résultats d'une enquête
(Avancé)
Cartographier des données
(Avancé)
Concevoir un Système de Gestion de Base de Données - SGBD
(Avancé)
Contrôler la qualité d'une base de données
(Intermédiaire)
Formaliser les résultats d'une étude statistique de données
(Intermédiaire)
Gérer une base de données numériques
(Intermédiaire)
Modéliser une base de données
(Avancé)
Réaliser des analyses statistiques pour identifier les tendances de qualité
(Intermédiaire)
Traiter des données
(Avancé)"
Ingénieur R&D modélisation,France entière,immédiate,"Algorithmique
Langages de programmation informatique
Modélisation et simulation
Anglais","
Doctorat en Calcul Scientifique

|
Bac+5 et plus ou équivalents","Algorithmique
Analyse de données expérimentales
Big data Analytics
Langages de programmation informatique
Logiciels de gestion de base de données
Modélisation et simulation
Modélisation statistique
Utilisation de logiciels statistiques"
Ingénieur full stack (Java/Angular),France entière,immédiate,,"
Ingénieur Full-stack Java/Angular

|
Capgemini (Paris)","Application web
(Avancé)
Architecture MVC (Modèle - Vue - Contrôleur)
(Avancé)
Docker
(Intermédiaire)
Framework AngularJS
(Intermédiaire)
Framework Hibernate
(Avancé)
Gestion de versions de logiciels de jeux
(Avancé)
GitLab
(Avancé)
HTML
(Avancé)
JIRA
(Avancé)
Maîtrise d'un outil de gestion de flux (Kafka, Flink…)
(Intermédiaire)
MySQL
(Avancé)
Node.js
(Débutant)"
A la recherche d'un emploi dans le développement de jeux vidéo,France entière,immédiate,"C#
Concevoir et gérer un projet
Réaliser des études et développements informatiques","
Mastère Européen Applications intelligentes et Big Data

|
Bac+5 et plus ou équivalents","Analyser, exploiter, structurer des données
Concevoir une application web
Développer une application en lien avec une base de données
Paramétrer un logiciel, un outil, un système numérique
Réaliser des études d'organisation et d'évolution de systèmes d'information
Réaliser des études et développements informatiques
Réaliser la mise en production de solutions logicielles dans un environnement d'exploitation
Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)"
Manager de transition - Excellence Opérationnelle - Innovation,France entière,immédiate,"Diriger et gérer un ensemble, une structure, une organisation
Enseigner, transmettre des connaissances, développer des compétences
Mettre en oeuvre les actions de transformation nécessaires aux changements
Piloter la gestion de la production, de l'exploitation","
Directeur Innovation et Développement Produit

|
Baccarat (Baccarat, Paris)","Analyse de données expérimentales
(Intermédiaire)
Analyse de risque
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Débutant)
Conception de programmes de formation
(Avancé)
Gestion budgétaire
(Avancé)
Logiciel de traitement de texte
(Avancé)
Logiciels de gestion de base de données
(Intermédiaire)
Management de la chaîne logistique (Supply chain management)
(Avancé)
Méthodes et outils de résolution de problèmes
(Avancé)
Mise à jour des connaissances en mécanique
(Intermédiaire)
Principes de l'ergonomie au travail
(Intermédiaire)
Progiciels de gestion intégrée d'entreprise (ERP)
(Intermédiaire)
Stratégies de communication
(Intermédiaire)
Stratégies de communication externe
(Intermédiaire)
Techniques d'audit interne
(Avancé)
Utilisation de logiciels de tableur
(Avancé)"
Product manager avec une expertise en ingénierie cognitive,France entière,immédiate,"Concevoir et gérer un projet
Faire preuve de rigueur et de précision
User Research
Anglais","
Product Manager

|
Revolt Games (Lyon)","Animer, coordonner une équipe
Optimiser les effectifs, l'adéquation et l'allocation des ressources"
"Pilote Professionnel  (CPL IR-ME, MCC, UPRT)",France entière,immédiate,"Caractéristiques techniques des aéronefs
Météorologie
Terminologie aéronautique (IATA, alphabet aéronautique, ...)
Pilote de Ligne Avion (PL pratique, -ATPL-)
Anglais","
Ingénieur Production PN

|
 (MARS)","Anglais technique
Ingénierie aérospatiale
(Avancé)
Météorologie
Radiocommunication aéronautique
(Avancé)"
CONSULTANT ENVIRONNEMENTAL - BUSINESS DEVELOPER - RSE,France entière,immédiate,"Business Development : négociations internationales
CSRD
Management de la chaîne logistique (Supply chain management)
RSE : reporting ESG
Anglais","
Master of Science in Sustainable Management & Eco-Innovation - RENNES BUSINESS SCHOOL

|
Bac+5 et plus ou équivalents","Contactologie
(Intermédiaire)
Économie du développement durable
(Avancé)
Knowledge Management
(Avancé)
Logiciels comptables
Management de la chaîne logistique (Supply chain management)
(Avancé)
Microsoft Excel
(Avancé)
Suite bureautique - LibreOffice
(Avancé)"
"Docteur en Automatique, traitement du signal et des images",France entière,immédiate,"Faire preuve d'autonomie
Collecter et analyser des données, des informations
Concevoir des modèles théoriques (calcul, simulation, modélisation)
Langages de programmation informatique
Structurer, synthétiser des informations","
Doctorat en automatique traitement du signal et des images

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Favoriser un environnement de travail collaboratif
(Intermédiaire)
Parler une ou plusieurs langues étrangères
(Avancé)
Prendre la parole en public
(Intermédiaire)
Préparer et animer une réunion, un groupe de travail, un atelier
(Intermédiaire)
Relayer de l'information
(Intermédiaire)
Rendre compte de son activité
(Intermédiaire)
Travailler en groupe, en réseau
(Intermédiaire)"
Ingénieur de Recherche/Postdoctorant,France entière,immédiate,"Análise de donnés
Biologie
Gestion de projet
Santé
Veille bibliographique","
Postdoctorat

|
Bac+5 et plus ou équivalents","Analyser, exploiter, structurer des données
(Avancé)
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
(Avancé)"
Analyste Quantitatif Risque de Crédit,France entière,immédiate,"Communiquer les résultats des études aux parties prenantes
Définir et faire évoluer des procédés de traitement de l'information
Réaliser une étude
Adapter les outils de traitement statistique de données","
Analyste Risque de Crédit

|
Banque Internatioale à Luxembourg (Luxembourg)Cette Expérience contient une pièce jointe","Adapter les outils de traitement statistique de données
(Débutant)
Définir et faire évoluer des procédés de traitement de l'information
Réaliser un modèle de prévision"
Audit / Contrôle interne,France entière,immédiate,"Analyse d'indicateurs financiers
Rédiger des rapports d'expertise clairs et détaillés
Contrôler la conformité des données
Progiciels de gestion intégrée d'entreprise (ERP)","
Master 2 Audit Controle De Gestion 

|
Bac+5 et plus ou équivalents","Analyse d'indicateurs financiers
(Intermédiaire)
Analyse de données financières
(Avancé)
Cartographie des risques
(Intermédiaire)
Normes rédactionnelles
(Intermédiaire)"
business Developer - Responsable Grands comptes,France entière,immédiate,,"
Chef de produit junior traumatologie officine

|
Laboratoires Genévrier","Analyser un marché
Déterminer le potentiel d'un client ou prospect
Élaborer une stratégie commerciale
Élaborer un plan marketing, une stratégie de marque et de communication
Mettre en oeuvre une stratégie commerciale
Réaliser une veille de marché, une veille concurrentielle"
Poseur d'enseigne et signalétique,France entière,immédiate,"A1 - Motocyclette <=125 cm3
B - Véhicule léger","
Poseur d'enseigne et signalétique

|
Oxysign (Aubagne, Bouches du Rhône, France)","Définir un projet d'entraînement sportif
Expliquer les conditions de pratique d'une activité sportive
Présenter l'exercice aux pratiquants et apporter un appui technique
Procédures d'arbitrage sportif
Réglementation du sport et des activités sportives
Techniques de désinfection des surfaces"
Financial Risk analyst,France entière,immédiate,"GitLab
Gestion de bases de données NoSQL
Programmation en Python","
Financial Risk Analyst

|
Qonto (Paris)","Alias studio tools
Application des méthodes de machine learning dans BI
Finance
(Avancé)
Gestion de bases de données NoSQL
(Avancé)
Gestion du Back Office
GitLab
(Intermédiaire)
Programmation en Python
(Avancé)
SharePoint"
"Consultant en stratégie et innovation. Enthousiaste, dynamique et impliquée.",France entière,immédiate,"Design de concept
Identité de marque
Innovation
Stratégie créative
Stratégie de marque","
Consultante en design de service

|
HN Group (Paris)","Analyse comportementale des utilisateurs
Analyse de données expérimentales
Analyse de risque
Argumentation commerciale
(Intermédiaire)
HTML
Logiciel de gestion documentaire
Logiciel de traitement de texte
(Avancé)
Méthodes et outils de résolution de problèmes
(Avancé)
Sociologie
Stratégies de communication digitale
Utilisation de logiciels de tableur
(Avancé)"
Geologist Engineer,France entière,immédiate,"Géothermie
Remote witnessing of drilling operation, perforation
Management of geological side of project
Supervise services company job
Undertake responsibilities, determine and justified decision","
Operation Geologist

|
IPC (Lundin) (Mac Launay (Montmirail))","Géochimie
Géophysique
Géothermie
Modélisation et simulation
Sédimentologie
Stratigraphie"
Développeur full stack,France entière,immédiate,,"
Développeur Full Stack

|
chez HN SERVICES","Analyse de données expérimentales
Apache
Application web
(Avancé)
Architecture
ASP.NET
(Intermédiaire)
C#
(Intermédiaire)
CSS
Gestion de versions de logiciels de jeux
GitLab
HTML
J2EE
Java
Langage C++
(Intermédiaire)
Logiciels de gestion de base de données
Microsoft Visual Studio
Node.js
PHP
Programmation en JavaScript
Programmation en Python
React.js
Script Shell
Utilisation de frameworks de test
(Avancé)"
